Key,English,Spanish
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,Experiencia Ganada.
UI_QUEST_EXP2,Experience: %.2f%%,Experiencia: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Couple Experience: %.2f%%
UI_QUEST_SKILLPOINT,Skill points,Puntos de Habilidad
UI_QUEST_INVENTORYSLOT1,Inventory Space,Espacio de Inventario
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,Espacio de Inventario: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,Puntos de Karma Conseguidos: %d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,Puntos de Karma Conseguidos: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,Puntos de Karma Añadidos: %d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,Puntos de Karma Añadidos: ????
UI_QUEST_ITEM1,Item: %s(%d),Objeto: %s(%d)
UI_QUEST_ITEM2,Item: ????,Objeto: ????
UI_QUEST_COND_COMPLETED,Quest completed.,Misión completada.
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,Tiempo Restante: #b%dminutos#nb
UI_QUEST_LIMIT_TIMEOUT,#bYou exceeded the time limit#nb,#bHas excedido el tiempo limite#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,%s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,%s Search,%s Buscar
UI_QUEST_COMPLETE_TEXT,[Complete],[Completado]
UI_QUEST_NODISGUISE,Transformed into a human,Transformado en humano
UI_QUEST_DISGUISE,Transformed into %s,Transformado en %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s Nivel de Habilidad #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Puntos de Karma #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,Yendo solo
UI_QUEST_PARTY,Create party,Crear una party
UI_QUEST_PARTY_LEADER,Party Leader,Líder de Party
UI_QUEST_PARTY_MEMBER,Non-Party Leader,No-Líder de Party
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,Número de Miembros de Party #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","Líder de Party, Numero de Miembros de Party #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","No-Líder de Party, Numero de Miembros de Party #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,No-Guild Modo
UI_QUEST_GUILD,Create Guild,Crear una Guild
UI_QUEST_GUILD_LEADER,Guild Leader,Líder de Guild
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,No-Líder de Guild
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,Número de Miembros de Guild #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Líder de Guild, Número de Miembros de Guild #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","No-Líder de Guild, Número de Miembros de Guild #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,Te has vuelto un criminal.
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,Has sido castigado por tus crímenes.
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,Habla con #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#bEncuentra a #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Are you going to cancel the quest?,¿Vas a cancelar la misión?
UI_CONFIRMATION,Confirmation,Confirmar
UI_QUEST_DESTINATION_TITLE,Destination,Destino
UI_MSGBOX_INFO,Information,Información
UI_OPTION_UIALPHA,Opacity,Opacidad
UI_QUESTGOAL,Quest Goal,Objetivo de la Misión
UI_GUILD_TAB_INFO,Info,Info
UI_GUILD_TAB_MEMBER,Members,Miembros
UI_GUILD_TAB_GRADE,Titles,Títulos
UI_GUILD_TAB_WAR,Guild Duel,Duelo de Guilds
UI_GUILD_NAME,Name:,Nombre:
UI_GUILD_NAME_BUTTON,Name,Name
UI_GUILD_MASTER,Master:,Maestro:
UI_GUILD_EXP,Exp:,Exp:
UI_GUILD_PENYA,Penya:,PENYA :
UI_GUILD_LEVEL,Level:,Nivel:
UI_GUILD_MEMBER,Members:,Miembros:
UI_GUILD_DISCORD_TIP,Join the Guild Discord.,Únete al Discord de la Guild
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Logo,Logo
UI_GUILD_NOTICE,Notice,Anuncio
UI_GUILD_DISMISS,Dismiss,Despedir
UI_GUILD_NOTICE_TIP,Set your guild's notice.,Configura el anuncio de guild.
UI_GUILD_LOGO_TIP,Change your guild's logo.,Cambia tu logo de guild.
UI_GUILD_NAME_TIP,This establishes your guild's name. It can be done only once.,Esto establece el nombre de la guild. Solo se puede poner una vez.
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!","Disuelve tu guild. ¡Cuidado, no hay vuelta atrás!"
UI_GUILDNAME_ENTER,Enter Guild Name,Introduce el Nombre de Guild
UI_GUILDNAME_TITLE,Guild Name Setup,Configurar Nombre de Guild
UI_GUILDNOTICE_TITLE,Guild Notice Setup,Configurar Anuncio de Guild
UI_GUILDNOTICESEARCH_TITLE,Guild Search Notice Setup,Configurar Búsqueda de Anuncios de Guild
UI_GUILDNOTICE_NEW,New,Nuevo
UI_GUILDNOTICE_SAVE,Save,Guardar
UI_GUILDNOTICE_NEW_TIP,Write new Guild Notice.,Escribe un nuevo Anuncio de Guild.
UI_GUILDNOTICE_SAVE_TIP,"Open the Notice, and send it to other characters.","Abre el Anuncio, y envíalo a otros jugadores."
UI_GUILDLOGO_TITLE,Guild Logo Setup,Configurar Logo de Guild
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,Confirmación de Despido de Guild
UI_GUILDDISMISS_CONFIRM,"Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well.","¿Quieres disolver el Gremio? Ten en cuenta que si tu Gremio es dueño de una casa, tú también perderás la propiedad de la casa del Gremio."
UI_GUILD_PAY,Salary,Salario
UI_GUILD_PAY_SETUP,Setup,Configuración
UI_GUILD_GRADE_MEMBER,Members,Miembros
UI_GUILD_POWERS,Powers,Poderes
UI_GUILD_POWER_TITLE,Title,Título
UI_GUILD_POWER_RANK,Rank,Rango
UI_GUILD_POWER_JOIN,Join,Unirse
UI_GUILD_POWER_ITEM,Item,Objeto
UI_GUILD_POWER_PENYA,Penya,Penya
UI_GUILD_POWER_SPECTATE,Spectate,Spectate
UI_GUILD_POWER_TIP,Apply Settings,Aplicar Configuraciones
UI_GUILD_POWER_SAVE,Save,Guardar
UI_GUILD_PAY_TIP,Set %s pay.(It will be paid at 00:00 automatically),Establecer pago %s. (Se pagará a las 00:00 automáticamente)
UI_GUILDPAY_TITLE,Setup Pay per Title,Configurar Pago por Título
UI_GUILDPAY_MESSAGE,What amount will you set for payment?,¿Cual será la cantidad del pago?
UI_GUILDPAY_AMOUNT,Amount,Cantidad
UI_GUILD_GRADE,Title,Título
UI_GUILD_ALIAS,Nickname,Apodo
UI_GUILD_APPELATION_UP,Promote Member,Ascender Miembro
UI_GUILD_APPELATION_DOWN,Demote Member,Degradar Miembro
UI_GUILD_CLASS_UP,Class Up,Subir Clase
UI_GUILD_CLASS_DOWN,Class Down,Bajar Clase
UI_GUILD_CREATE_ALIAS,Create Nickname,Crear Apodo
UI_GUILD_LEAVE,Leave Guild,Abandonar la Guild
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,Ascender a Líder de Guild
UI_GUILDALIAS_TITLE,Setup Guild Title,Configurar Título de Guild
UI_GUILDALIAS_ENTER,Enter Title,Introduce el Título
UI_GUILDINVITE_TITLE,Invite to Guild,Invitar a la Guild
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Do you accept?,%s te invita a unirte a la guild %s. ¿Aceptas?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Do you accept?,%s quiere unirse a tu guild. ¿Aceptas?
UI_GUILDBANK_TITLE,Guild Safebox,Caja Fuerte de la Guild
UI_GUILDBANK_SUPPORT,Support,Soporte
UI_GUILDBANK_CLOAK,Cloak,Capa
UI_GUILDBANK_ITEM,Item,Objeto
UI_GUILDMERIT_TITLE,Guild Contributing,Contribución a la Guild
UI_GUILDMERIT_QUESTITEMS,Quest Items,Objetos de Misión
UI_GUILDMERIT_PENYA,Penya,Penya
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,Información de las Batallas de Guilds
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Registro del Banco de la Guild
UI_GUILDBANKLOG_ADDITEM,Add Item,Añadir Objeto
UI_GUILDBANKLOG_REMOVEITEM,Remove Item,Eliminar Objeto
UI_GUILDBANKLOG_ADDGOLD,Deposit Penya,Depositar Penya
UI_GUILDBANKLOG_REMOVEGOLD,Withdraw Penya,Retirar Penya
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,Añadir
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,Eliminar
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,Depositar Penya
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,Retirar Penya
UI_MOVEPENYA_TITLE,Transfer Penya,Transferir Penya
UI_MOVEPENYA_QUESTION,How many do you want to move?,¿Cuantos quieres mover?
UI_MOVEPENYA_INPUT,Penya:,PENYA :
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,Clasificación de Guilds
UI_GUILDRANK_TITLE_INFO,Other Ranking,Otras Clasificaciones
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,Clasificación de Duelos de Guilds
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,Con más Victorias
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,Con más Derrotas
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,Con más Rendiciones
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Guild Level,Guild con Nivel más Alto
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,Con más Tiempo Jugado
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Mejor Guild
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,Mejor Guild de la Unidad
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,Guild más Rica
UI_GUILDRANK_RANKING,Ranking,Clasificación
UI_GUILDRANK_GUILDNAME,Guild Name,Nombre de Guild
UI_GUILDRANK_LEADERNAME,Master Name,Nombre del Líder
UI_GUILDRANK_WINLOSE,Win / Lose,Gana / Pierde
UI_GUILDRANK_AVGLEVEL,Average Level,Nivel Promedio
UI_GUILD_WAR_DECLARE,Duel,Duelo
UI_GUILD_WAR_PEACE,Peace,Paz
UI_GUILD_WAR_GIVEUP,Give Up,Rendirse
UI_GUILD_WAR_NAME,Guild Name:,Nombre de Guild:
UI_GUILD_WAR_LOGO,Guild Logo:,Logo de Guild:
UI_GUILD_WAR_WON,Won:,Ganados:
UI_GUILD_WAR_LOST,Lost:,Perdidos:
UI_GUILD_WAR_GAVEUP,Gave Up:,Rendidos:
UI_GUILD_WAR_TIMELEFT,Time Left:,Tiempo Restante:
UI_OPTION_THEME,Theme,Tema
UI_HOME_PROLOGUE,Prologue,Prólogo
UI_SKILL_PLUS_TIP,Upgrade Skill Level,Subir Nivel de Habilidad
UI_SKILL_MAX_TIP,Maximize Skill Level,Maximize Skill Level
UI_SKILL_MINUS_TIP,Downgrade Skill Level,Bajar Nivel de Habilidad
UI_SKILL_RESET,Reset,Botón
UI_SKILL_RESET_TIP,Redistribute skill point (Skill Point used is unavailable.),Redistribuir puntos de habilidad (Puntos de Habilidad usados no disponibles.)
UI_SKILL_SAVE,Finish,Finalizar
UI_SKILL_SAVE_TIP,Skill Point is distributed by pressing + or – button.,Los Puntos de Habilidad se distribuyen con los botones + o -.
UI_SKILL_POINTS,Skill Points,Puntos se Habilidad
UI_WARNING,Warning,Advertencia
UI_SKILL_CONFIRM_QUESTION,Confirm changes to skill points?,¿Confirmar los cambios a los puntos de habilidad?
UI_OPTION_VIBRATIONS,Vibrations,Vibraciones
UI_INVENTORY_SORT,Sort Item,Ordenar Objetos
UI_ITEM_DURATION_TITLE,Item Duration,Duración del Objeto
UI_ITEM_DURATION_TIME_LEFT,Time Left,Tiempo Restante
UI_QUERY_EQUIP_TITLE,View,Ver
UI_OPTION_EQUIP_VIEW,Equipment View,Ver el Equipo
UI_OPTION_DUEL_REQUESTS,Duel Requests,Peticiones de Duelo
UI_OPTION_DUEL_BETS,Duel Bets,Duel Bets
UI_TRADE_TITLE,Trade,Comerciar
UI_TRADE_PENYA,Penya,Penya
UI_DROP_FILTER_TITLE,Pick Up Pet,Mascota Recogedora
UI_DROP_FILTER_SETTINGS,Pick Up item settings,Configurar objetos recogidos
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,Equipo
UI_DROP_FILTER_0,Weapons,Armas
UI_DROP_FILTER_1,Armor,Armadura
UI_DROP_FILTER_2,Accessory,Accesorio
UI_DROP_FILTER_3,Power Dice,Dado de Poder
UI_DROP_FILTER_4,Mineral,Mineral
UI_DROP_FILTER_5,Element Card,Carta Elemental
UI_DROP_FILTER_6,Socket Card,Carta de Encaje
UI_DROP_FILTER_7,Quest,Quest
UI_DROP_FILTER_8,Booty,Botín
UI_DROP_FILTER_CAT_MATERIAL,Material ,Material
UI_DROP_FILTER_9,Food,Comida
UI_DROP_FILTER_10,FP Potion,Poción FP
UI_DROP_FILTER_11,Buff,Buff
UI_DROP_FILTER_12,Pet,Pet
UI_DROP_FILTER_13,Etc...,Etc...
UI_DROP_FILTER_CAT_ETC,Etc,Etc
UI_DROP_FILTER_14,Common,Común
UI_DROP_FILTER_15,Uncommon,Poco Común
UI_DROP_FILTER_16,Rare & Higher,Raro y Superior
UI_DROP_FILTER_17,Uncommon & Higher,Poco común y Superior
UI_DROP_FILTER_19,MP Potion,Poción MP
UI_DROP_FILTER_APPLY,Apply,Aplicar
UI_TOOLTIP_ITEMTIME,Time Left:,Tiempo Restante:
UI_TOOLTIP_USE,Use: %s,Uso: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,Sin Límite de Tiempo
UI_TOOLTIP_COOLTIME,Waiting Time for reuse: %.2d:%.2d,Tiempo de espera para usar: %.2d:%.2d
UI_RESURRECTION_TITLE,Resurrection Confirm,Confirmar Resurrección
UI_RESURRECTION_MESSAGE,Another player is trying to resurrect you (skill level %d). Do you want to be resurrected?,Another player is trying to resurrect you (skill level %d). Do you want to be resurrected?
UI_TOOLTIP_EQUIPSET,Set Effect,Efectos
UI_TOOLTIP_BLOCKRATE,Block,Bloquear
UI_OPTION_FIELDVIEW_AUTO,Auto,Auto
UI_OPTION_FIELDVIEW_HIGH,High,Alto
UI_OPTION_FIELDVIEW_VERYHIGH,Very High,Muy Alto
UI_OPTION_FIELDVIEW_MEDIUM,Medium,Medio
UI_OPTION_FIELDVIEW_LOW,Low,Bajo
UI_OPTION_FIELDVIEW_VERYLOW,Very Low,Muy Bajo
UI_OPTION_FIELDVIEW,View,Ver
UI_OPTION_FIELDVIEW_EXTREME,Extreme,Extremo
UI_OPTION_COLORBLIND_1,Protanopia,Protanopía
UI_OPTION_COLORBLIND_2,Deutranopia,Deuteranopía
UI_OPTION_COLORBLIND_3,Tritanopia,Tritanopía
UI_OPTION_RENDERSCALE,Resolution,Resolución
UI_OPTION_FOV,FoV,FoV
UI_OPTION_FOV_TIP,Field of View,Campo de Visión
UI_OPTION_ADVANCEDSFX,Special Effects,Efectos Especiales
UI_INFO_PANG_TUTORIAL,Tutorial,Tutorial
UI_INFO_PANG_NEXT,Next,Siguiente
UI_INFO_PANG_DONE,Done,Hecho
UI_INFO_PANG_GOTIT,Got it,Entendido
UI_INFO_PANG_CHECKTHELIST,Check the List,Comprobar la Lista
UI_TUTORIAL_LIST_TITLE,Tutorial,Tutorial
UI_DROP_ITEM_CONFIRM,Really drop this item?,¿Seguro que quieres soltar este objeto?
UI_PRIVATE_SHOP_NAME,Shop Name,Nombre de Tienda
UI_PRIVATE_SHOP_LIST,Sale List,Lista de Venta
UI_PRIVATE_SHOP_RESET,Reset,Botón
UI_PRIVATE_SHOP_CHAT,Chat,Botón
UI_PRIVATE_SHOP_SELL_TITLE,Sell Item Registration,Registro de Objetos Vendidos
UI_PRIVATE_SHOP_QUANTITY,Quantity,Cantidad
UI_PRIVATE_SHOP_UNIT_PRICE,Unit price,Precio por Unidad
UI_PRIVATE_SHOP_OPEN,Will you open your shop?,¿Abres la tienda?
UI_PRIVATE_SHOP_CLOSE,Will you close your shop?,¿Cierras la tienda?
UI_PERSONAL_SHOP_TITLE,%s's Private Shop,La Tienda Privada de %s
UI_PRIVATE_SHOP_BUY_TITLE,Buy Item,Comprar Objeto
UI_PRIVATE_SHOP_BUY,Purchase,Comprar
UI_PRIVATE_SHOP_TOTAL_COST,Total Cost,Precio Total
UI_PERSONAL_SHOP_CHAT_TITLE,Chatting,Chat
UI_PERSONAL_SHOP_CHAT_USER,User,Usuario
UI_PERSONAL_SHOP_CHAT_MESSAGE,Message,Mensajes
UI_PERSONAL_SHOP_CHAT_INPUT,Input,Entrada
UI_PERSONAL_SHOP_CHAT_DIALOG,Dialog,Hablar
UI_PERSONAL_SHOP_CHAT_INFO,Information,Información
UI_PERSONAL_SHOP_CHAT_SEND,Send,Enviar
UI_PERSONAL_SHOP_JOIN,%s has just logged in.,%s ha entrado.
UI_PERSONAL_SHOP_LEAVE,%s has disconnected.,%s ha salido.
UI_PERSONAL_SHOP_SALE,Character: %s has purchased %s(%d) for %lld penya.,"Personaje: %s ha comprado %s(%d), se ha gastado %lld Penya."
UI_CONFIRM_SELL_PREMIUM_TITLE,Confirm Selling Premium Item,Confirmar Venta de Objeto Premium
UI_CONFIRM_SELL_PREMIUM_MSG,"This is a Premium Item. Are you sure?\nOnce it is sold, it cannot be recovered.","Este es un Objeto Premium. Estas seguro?\nUna vez vendido, no lo podrás recuperar."
UI_TOOLTIP_ITEM_BINDS,[Soul-Linked],[Vinculado al Alma]
UI_TOOLTIP_ACCOUNT_BINDS,[Account-Linked],[Vinculado a Cuenta]
UI_BEAUTY_SHOP_TITLE,Hair Shop,Peluquería
UI_BEAUTY_SHOP_RESET,Reset,Botón
UI_BEAUTY_SHOP_HAIR_COLOR,Hair Color,Color de Pelo
UI_BEAUTY_SHOP_HAIR_STYLE,Hair Style,Estilo de Pelo
UI_BEAUTY_SHOP_PREVIEW,Preview,Vista Previa
UI_BEAUTY_SHOP_STYLE_PRICE,Style Price:,Precio del Estilo:
UI_BEAUTY_SHOP_COLOR_PRICE,Color Price:,Precio del Color:
UI_BEAUTY_SHOP_TOTAL_PRICE,Total:,Total:
UI_BEAUTY_SHOP_CONFIRM_TITLE,Confirm Purchase,Confirmar Compra
UI_OPTION_TRADE,Trade Requests,Peticiones de Comercio
UI_TRADE_REQUEST_TITLE,Trade,Comerciar
UI_TRADE_REQUEST_QUESTION,%s wants to trade. Would you like to trade?,%s quiere comerciar. ¿Quieres comerciar?
UI_TRADE_PUT_GOLD_QUESTION,How many do you want to move?,¿Cuantos quieres mover?
UI_TRADE_PUT_GOLD_QTY,Penya:,PENYA :
UI_TRADE_ITEM,Item,Objeto
UI_TRADE_PUT_ITEM_QUESTION,Move how many items?,¿Cuantos objetos quieres mover?
UI_TRADE_PUT_ITEM_QTY,Number:,Número:
UI_TRADE_CONFIRM_TITLE,Confirm Trade,Confirmar Comercio
UI_TRADE_CONFIRM_QUESTION,Do you accept the trade?,¿Aceptar el comercio?
UI_TRADE_CONFIRM_WAIT,You need to wait for approval.,Necesitas esperar a la aprobación.
UI_OPTION_MOBILE_DIR,Directional Pad,Directional Pad
UI_PIERCING_TITLE,Piercing,Piercing
UI_PIERCING_PIERCE_ITEM,Pierce Item,Piercing a Objeto
UI_PIERCING_ITEM,Item,Objeto
UI_PIERCING_MATERIAL,Power Dice,Dado de Poder
UI_PIERCING_PROTECTSCROLL,GProtect,Protección G
UI_PIERCING_CONFIRMATION,Do you want to pierce this item?,¿Quieres hacerle piercing a este objeto?
UI_PIERCING_UNSAFE,Without Scroll of GProtect you will lose the item in case of failure.,Sin Pergamino de Protección G perderás el objeto en caso de fallo.
UI_PIERCING_REMOVE_TITLE,Remove Piercing Card,Eliminar Carta
UI_PIERCING_REMOVE_MSG,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb,¿Confirma la retirada y destrucción de la tarjeta?
UI_PIERCING_REMOVE_OK,Remove,Eliminar
UI_UPGRADE_PROBTOOLTIP,The success rate increases with each failed attempt.,El porcentaje de éxito aumenta con cada intento fallido.
UI_UPGRADE_ATTEMPTS,Upgrade attempts: %d,Intentos de mejora: %d
UI_ELEMENT_ATTEMPTS,Element upgrade attempts: %d,Intentos de mejora de Elementos: %d
UI_PIERCING_ATTEMPTS,Piercing attempts: %d,Intentos de perforación: %d
UI_ACCESSORY_TITLE,Accessory Upgrade,Mejora de Accesorios
UI_ACCESSORY_UPGRADE_ITEM,Upgrade Item,Mejorar Objeto
UI_ACCESSORY_PROTECTSCROLL,AProtect,Protección A
UI_ACCESSORY_UNSAFE,Without Scroll of AProtect you will lose the item in case of failure.,En caso de que la mejora falle sin el Pergamino de Protección A perderás el objeto.
UI_UPGRADE_TITLE,Upgrade,Mejorar
UI_UPGRADE_ITEM,Item,Objeto
UI_UPGRADE_MATERIAL,Power Dice/Card,Dado de Poder/Carta
UI_UPGRADE_PROTECTSCROLL,SProtect,Protección S
UI_ULTIMATE_UPGRADE_PROTECTSCROLL,XProtect,ProtectorX
UI_ULTIMATE_UPGRADE_MATERIAL,Sunstone,Piedra Solar
UI_UPGRADE_CHANCESCROLL,SFusion,Fusión S
UI_UPGRADE_DEGRADE,Attribute level will decrease in case of failure. You will not lose the item.,El nivel de mejora disminuirá en caso de fallo. No perderás el objeto.
UI_UPGRADE_UNSAFE,Without Scroll of SProtect you will lose the item in case of failure.,Sin Pergamino de Protección S perderás el objeto en caso de fallo.
UI_UPGRADE_CONFIRMATION,Do you want to upgrade this item?,¿Quieres mejorar este objeto?
UI_ATTRIBUTE_REMOVE_TITLE,Remove Element Upgrade,Eliminar la Mejora de Elemento
UI_ATTRIBUTE_REMOVE_MSG_TITLE,Confirm Removal,Confirmar Retirada
UI_ATTRIBUTE_REMOVE_MSG,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb,"Se le retirará el elemento a tu arma. Y se pagará 1,000,000 Penya desde tu inventario."
UI_REVIVAL_CASH_SHOP_TIP,You can use a Premium item.,Puedes usar un Objeto Premium.
UI_REVIVAL_REVIVAL,Original Place,Puesto Original
UI_REVIVAL_REVIVAL_TIP,You will be revived where you died.,Serás revivido en el mismo lugar que has muerto.
UI_COMMITEM_DIALOG_TITLE,Use Item,Usar el Objeto
UI_RESTATE_CONFIRM_TITLE,Confirm Re-Stat,Confirmar Re-Est
UI_RESTATE_CONFIRM_ALL,All character stats will be reset. Continue?,Todas las estadísticas del personaje se resetearán. ¿Continuar?
UI_RESTATE_CONFIRM_STR,Your Strength (STR) stat will be reset and the points will be refunded to you. Continue?,Tu Estadística de Fuerza (STR) se reseteará y se te devolverán los puntos. ¿Continuar?
UI_RESTATE_CONFIRM_STA,Your Stamina (STA) stat will be reset and the points will be refunded to you. Continue?,Tu Estadística de Aguante (STA) se reseteará y se te devolverán los puntos. ¿Continuar?
UI_RESTATE_CONFIRM_DEX,Your Dexterity (DEX) stat will be reset and the points will be refunded to you. Continue?,Tu Estadística de Destreza (DEX) se reseteará y se te devolverán los puntos. ¿Continuar?
UI_RESTATE_CONFIRM_INT,Your Intellect (INT) stat will be reset and the points will be refunded to you. Continue?,Tu Estadística de Inteligencia (INT) se reseteará y se te devolverán los puntos. ¿Continuar?
UI_RESTATE_CONFIRM_STR_LOW,50 Strength (STR) points will be refunded to you. Do you want to continue?,Se te devolverán 50 puntos usados en Fuerza (STR). ¿Quieres continuar?
UI_RESTATE_CONFIRM_STA_LOW,50 Stamina (STA) points will be refunded to you. Do you want to continue?,Se te devolverán 50 puntos usados en Aguante (STA). ¿Quieres continuar?
UI_RESTATE_CONFIRM_DEX_LOW,50 Dexterity (DEX) points will be refunded to you. Do you want to continue?,Se te devolverán 50 puntos usados en Destreza (DEX). ¿Quieres continuar?
UI_RESTATE_CONFIRM_INT_LOW,50 Intelligence (INT) points will be refunded to you. Do you want to continue?,Se te devolverán 50 puntos usados en Inteligencia (INT). ¿Quieres continuar?
UI_OPTION_BATTLEBGM,Battle Music,Música de Combate
UI_OPTION_VOICES,Japanese Voices,Voces en Japonés
UI_PK_CONFIRM_TITLE,P.K,P.K.
UI_PK_CONFIRM,You are about to commit a crime. Do you attack?,Estas apunto de cometer un crimen. ¿Atacas?
UI_BANK_ENTERPASS_TITLE,Bank Password,Contraseña del Banco
UI_BANK_ENTERPASS_MSG,Enter Bank PIN (4 Digits),Introduce el PIN del Banco (4 Dígitos)
UI_BANK_ENTERPASS_PIN,PIN,PIN
UI_BANK_ENTERPASS_CHANGE,Change,Cambiar
UI_BANK_CHANGEPASS_TITLE,Bank PIN,PIN del Banco
UI_BANK_CHANGEPASS_MSG,Set/Change Bank PIN (4 Digits),Establecer/Cambiar PIN del Banco (4 Dígitos)
UI_BANK_CHANGEPASS_OLD,Old PIN:,PIN Antiguo:
UI_BANK_CHANGEPASS_NEW,New PIN:,PIN Nuevo:
UI_BANK_CHANGEPASS_CONFIRM,Confirm PIN:,Confirmar PIN:
UI_BANK_TITLE,Bank,Banco
UI_DUELREQUEST_TITLE,Duel Request,Petición de Duelo
UI_DUELREQUEST_BETMSG,How much do you want to bet for this duel?,¿Cuánto quieres apostar por este duelo?
UI_DUELREQUEST_BETLBL,Penya:,PENYA :
UI_DUELREQUEST_MSG,%s challenges you to a duel %s. Do you accept?,%s te reta a un duelo %s. ¿Aceptas?
UI_DUELREQUEST_PARTY,%s challenges your party to a duel %s. Do you accept?,%s reta a tu party a un duelo %s. ¿Aceptas?
UI_DUELREQUEST_NOBET,(no bet),(sin apuesta)
UI_DUELREQUEST_BETAMOUNT,with a %s Penya bet,Con una apuesta de %s Penya
UI_DUELRESULT_TITLE,Duel Result,Resultado del Duelo
UI_DUELRESULT_WIN,%s wins the Duel!,¡%s gana el Duelo!
UI_DUELRESULT_LOSE,%s loses the Duel!,¡%s pierde el Duelo!
UI_CASHSHOP_RELOAD,TOP-UP,RECARGAR
UI_CASHSHOP_LEGALINFO,Legal Information,Información Legal
UI_CASHSHOP_GSC,General Sales Conditions,Condiciones Generales de Venta
UI_CASHSHOP_SHOWALL,Show All,Mostrar Todo
UI_CASHSHOP_SEARCH,Search:,Buscar:
UI_CASHSHOP_SORT_DEFAULT,Default,Por Defecto
UI_CASHSHOP_SORT_NAME_ASC,Name (A - Z),Nombre (A - Z)
UI_CASHSHOP_SORT_NAME_DESC,Name (Z - A),Nombre (Z - A)
UI_CASHSHOP_SORT_PRICE_ASC,Price (Low > High),Precio (Bajo > Alto)
