Key,English,Thai
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,เพิ่มค่าการโจมตีของโยโย่ สกิลนี้สามารถใช้ได้ที่เลเวล 20 สำหรับตัวละครที่มีสกิล Slow Step อย่างน้อยเลเวล 3 และสามารถใช้ร่วมกับ Yo-Yo ได้
CLIENT_HELP_INC_000250,Snatch,Snatch
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,ขโมย Penya จากเป้าหมาย สามารถใช้ได้เฉพาะในขณะที่อยู่ใน Dark Illusion จากด้านหลังเป้าหมาย ทักษะนี้สามารถใช้ได้ที่เลเวล 35 สำหรับตัวละครที่มีสกิล Yo-Yo Mastery อย่างน้อยเลเวล 8 และสามารถใช้กับ Yo-Yo ได้
CLIENT_HELP_INC_000252,Deadly Swing,Deadly Swing
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,โจมตีไปยังจุดอ่อนของเป้าหมายทำให้ HP ของเป้าหมายค่อยๆ ลดลงเรื่อยๆ สกิลนี้มีให้ในเลเวล 50 สำหรับตัวละครที่มีสกิล Snatch อย่างน้อยเลเวล 10 และสามารถใช้ร่วมกับ Yo-Yo ได้
CLIENT_HELP_INC_000254,Cross Line,Cross Line
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,โจมตีด้วยการเหวี่ยง Yo-Yo ออกไป เมื่อเป้าหมายที่ถูกโจมตีจะเกิดอาการมึนงงไม่สามารถโจมตีกลับได้ สกิลนี้สามารถใช้ได้ที่เลเวล 30 สำหรับตัวละครที่มีสกิล Yo-Yo Mastery อย่างน้อยเลเวล 8 และสามารถใช้กับ Yo-Yo ได้
CLIENT_HELP_INC_000256,Counterattack,Counterattack
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,เมื่อหลบการโจมตีได้จะทำการสวนการโจมตีกลับไปทำให้เกิดสถานะมึนงง สกิลนี้สามารถใช้ได้ที่เลเวล 40 สำหรับตัวละครที่มีสกิล Cross Line อย่างน้อยเลเวล 10 และสามารถใช้กับ Yo-Yo ได้
CLIENT_HELP_INC_000258,Junk Arrow,Junk Arrow
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,สกิลนี้ยิงลูกศรสี่ลูกออกไปอย่างรวดเร็ว แต่ความแม่นยำจะลดลง สกิลนี้สามารถใช้ได้ที่เลเวล 15 และสามารถใช้กับ Bow ได้
CLIENT_HELP_INC_000260,Bow Mastery,Bow Mastery
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,เพิ่มพลังโจมตีของธนู สกิลนี้สามารถใช้ได้ที่เลเวล 20 สำหรับตัวละครที่มีสกิล Rapid Shot อย่างน้อยเลเวล 5 และสามารถใช้ร่วมกับ Bow ใดก็ได้
CLIENT_HELP_INC_000262,Silent Shot,Silent Shot
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,โจมตีที่มีประสิทธิภาพไปยังเป้าหมาย ในขณะที่สกิล Dark Illusion ยังมีผลอยู่ สกิลนี้สามารถใช้ได้ที่เลเวล 30 สำหรับตัวละครที่มีสกิล Bow Mastery อย่างน้อยเลเวล 4 และสามารถใช้ร่วมกับ Bow ได้
CLIENT_HELP_INC_000264,Auto Shot,Auto Shot
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,โจมตีสี่ครั้งต่อเนื่อง เป้าหมายที่ถูกโจมตีจะเกิดอาการตาบอด การโจมตีแต่ละครั้งจะน้อยกว่าที่ใช้สกิล Rapid Shot สกิลนี้สามารถใช้ได้ในเลเวล 45 สำหรับตัวละครที่มีสกิล Silent Shot อย่างน้อยเลเวล 9 และสามารถใช้ร่วมกับ Bow ใดก็ได้
CLIENT_HELP_INC_000266,Aimed Shot,Aimed Shot
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,โจมตีเป้าหมายอย่างแม่นยำ ซึ่งมีโอกาสที่จะได้รับกับความเสียหายสองเท่า สกิลนี้สามารถใช้ได้ในเลเวล 35 สำหรับตัวละครที่มีสกิล Bow Mastery อย่างน้อยเลเวล 5 และสามารถใช้ร่วมกับ Bow ได้
