Key,English,Portuguese
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.","Este departamento lida com solicitação para tarefas, transações relativas à guilda, proteção de itens valiosos, etc."
CLIENT_HELP_INC_000614,Station,Estação
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,"Esta loja vende itens relativos ao Voo, como aparelhos de Voo, bem como guia do jogador sobre como voar."
CLIENT_HELP_INC_000616,Duel,Duelo
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,Um duelo é uma batalha entre 2 jogadores. É diferente do PK. É chamado de PvP (Jogador Vs Jogador) e só pode começar quando 2 jogadores concordam em duelar. Um duelo não tem penalidades associadas a ele.
CLIENT_HELP_INC_000618,Fame,Fama
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,Você ganhará fama se continuar vencendo duelos. Você também ganhará títulos diferentes.
CLIENT_HELP_INC_000620,Guild Combat Center,Centro de Combate de Guilda
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,Esse lugar é para aplicação e participação das grandes batalhas de guildas e de duelos 1 contra 1 de guildas. Disponível apenas no canal 1.
CLIENT_HELP_INC_000622,Other inquiries,Outras consultas
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,Visite a homepage oficial:  $WEBSITE$ para mais consultas. Tenha um ótimo dia.
CLIENT_HELP_INC_000624,Beauty shop,Salão de Beleza
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,Você pode mudar o corte e a cor do cabelo. O preço varia com base na cor e estilo escolhidos.
CLIENT_HELP_INC_000626,Private Shop,Loja Pessoal
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,Itens podem ser apresentados convenientemente para venda por meio desta opção. Você pode ver a quantidade e o preço.
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.","Abra o menu Iniciar, selecione Loja Pessoal e a janela da Loja Pessoal aparecerá."
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,Arraste os itens que deseja vender de seu inventário e os solte na janela da Loja Pessoal.
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.","Depois de arrastar o item para a janela, você pode definir o preço para o item e a quantidade que deseja vender."
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.",Coloque um nome para a Loja e pressione OK. Você pode começar a vender itens depois disso.
CLIENT_HELP_INC_000632,Creating a Guild,Criando uma guilda
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.","Existem alguns requisitos básicos para criar uma Guilda. Você precisará de um grupo de três jogadores, todos com pelo menos nível 40, então você terá que completar uma missão através da NPC Helena em Saint. Quando terminar, você e os membros do seu grupo se tornarão uma guilda."
CLIENT_HELP_INC_000634,Raising the Guild Level,Desenvolvimento da guilda
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.",Penya e itens de quest são necessários para aumentar o nível de experiência da guilda. A guilda aumentará de nível mais rápido se seus membros contribuírem para o depósito da guilda. A experiência da guilda se baseia em contribuições e isso aumentará à medida que mais itens e Penya forem doados.
CLIENT_HELP_INC_000636,Joining a Guild,Entrando em uma guilda
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,"Inicialmente, apenas o Mestre de Guilda tem autoridade para convidar membros à guilda. No entanto, o Líder da Guilda pode dar autoridade a qualquer membro para recrutar outros membros para sua guilda."
CLIENT_HELP_INC_000638,Disbanding a Guild,Desmembrando uma guilda
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.","O mestre da guilda pode desmontar a guilda pressionando o botão DESFAZER na janela de informações da guilda. Quando a guilda é desmembrada, leva 2 dias até que uma nova guilda seja criada."
CLIENT_HELP_INC_000640,Managing Guild Members,Gerenciando os membros da guilda
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.","O líder da guilda pode controlar os membros da guilda com estas tarefas: Promoção, Secessão, Apelidos, Concessão de Títulos, Expulsar etc."
CLIENT_HELP_INC_000642,Managing Guild Ranks,Gerenciando as classificações da guilda
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment.","Definir a designação do membro ou título da guilda é possível por meio da janela da guilda. Isso também pode permitir que o Líder da Guilda conceda autoridade, além de salário para os membros."
CLIENT_HELP_INC_000644,Announcement,Anúncio
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.,Mestres de Guilda podem criar um anúncio clicando no botão Aviso na guia de Informações no Menu da Guilda. Uma nova mensagem pode ser feita a partir de uma antiga simplesmente modificando-a.
CLIENT_HELP_INC_000646,Guild Logo,Logotipo da guilda
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu.","O Logotipo da Guilda é o símbolo ou emblema da guilda. Pode ser escolhido apenas uma vez e somente pelo líder da guilda. Para usar esta função, selecione o botão Logotipo na guia de informações da guilda."
CLIENT_HELP_INC_000648,Guild Storage,Armazenamento da guilda
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.,"Você pode usar o Depósito da Guilda apenas no 1º Canal de cada Servidor. Qualquer pessoa pode depositar itens e Penya no Armazém da Guilda, mas apenas membros autorizados da Guilda podem retirar itens e penya."
CLIENT_HELP_INC_000650,Info-Pang,Info-Pang
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.,"Você deve ter percebido, ao entrar no jogo pela primeira vez, que foi saudado pelo Info-Pang no canto inferior direito da tela. Esta seção explica resumidamente o Info-Pang e como usá-lo."
CLIENT_HELP_INC_000652,What is it?,O que é?
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List.","O Info-Pang o guiará por todos os fundamentos básicos, incluindo controles, teclas de atalho, menus e até mesmo algumas funções do jogo. Depois de concluir uma sessão, você sempre poderá acessá-la se precisar revisá-la. Basta clicar com o botão direito no Info-Pang e selecionar Verificar a lista."
CLIENT_HELP_INC_000654,Access the Info-Pang,Acessar o Info-Pang 
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang.","O Info-Pang será ativado por padrão quando você entrar no jogo. Se você gostaria de desligar o Info-Pang, clique com o botão direito no Info-Pang e selecione Ocultar. Se você quiser consultar o Info-Pang novamente, poderá fazê-lo acessando o Menu Iniciar, selecionando Ajuda e, em seguida, selecionando Pang de Informações."
CLIENT_HELP_INC_000656,Duel among users,Duelo entre usuários
CLIENT_HELP_INC_000657,This is a duel between 2 players.,É um duelo entre 2 jogadores.
CLIENT_HELP_INC_000658,PvP,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.,É um duelo com o qual ambos os jogadores devem concordar. Também afeta reputação e pontos de duelo.
CLIENT_HELP_INC_000660,Asking for PvP,Solicitar para PvP
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that.","Se clicar com o botão direito do mouse e pressionar a tecla ALT sobre o jogador com o qual quer duelar, poderá ter um duelo com o jogador se o usuário aceitar."
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it.","Se você for o líder de seu grupo e o personagem clicado é líder de outro grupo, poderá ter um duelo de grupos se o outro líder aceitar."
CLIENT_HELP_INC_000663,The result of PVP and Fame,Resultado de PVP e Fama
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.,"De acordo com o resultado real do PVP, a fama de duelo e ponto mudarão e não há penalidade por causa de morte."
CLIENT_HELP_INC_000665,placholder 49,placholder 49
CLIENT_HELP_INC_000666,placholder 50,placholder 50
CLIENT_HELP_INC_000667,placholder 51,placholder 51
CLIENT_HELP_INC_000668,placholder 52,placholder 52
CLIENT_HELP_INC_000669,placholder 53,placholder 53
CLIENT_HELP_INC_000670,placholder 54,placholder 54
CLIENT_HELP_INC_000671,placholder 55,placholder 55
CLIENT_HELP_INC_000672,placholder 56,placholder 56
CLIENT_HELP_INC_000673,placholder 57,placholder 57
CLIENT_HELP_INC_000674,placholder 58,placholder 58
CLIENT_HELP_INC_000675,placholder 59,placholder 59
CLIENT_HELP_INC_000676,placholder 60,placholder 60
CLIENT_HELP_INC_000677,placholder 61,placholder 61
CLIENT_HELP_INC_000678,placholder 62,placholder 62
CLIENT_HELP_INC_000679,placholder 63,placholder 63
CLIENT_HELP_INC_000680,placholder 64,placholder 64
CLIENT_HELP_INC_000681,placholder 65,placholder 65
CLIENT_HELP_INC_000682,placholder 66,placholder 66
CLIENT_HELP_INC_000683,Server,Servidor
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.,Banco de Guilda e Batalhas de Guildas estão disponíveis apenas no primeiro sub-servidor (Canal 1) de cada conjunto de servidores.
CLIENT_HELP_INC_000685,placholder 67,placholder 67
CLIENT_HELP_INC_000686,placholder 68,placholder 68
CLIENT_HELP_INC_000687,placholder 69,placholder 69
CLIENT_HELP_INC_000688,placholder 70,placholder 70
CLIENT_HELP_INC_000689,placholder 71,placholder 71
CLIENT_HELP_INC_000690,placholder 72,placholder 72
CLIENT_HELP_INC_000691,placholder 73,placholder 73
CLIENT_HELP_INC_000692,placholder 74,placholder 74
CLIENT_HELP_INC_000693,placholder 75,placholder 75
CLIENT_HELP_INC_000694,placholder 76,placholder 76
CLIENT_HELP_INC_000695,placholder 77,placholder 77
CLIENT_HELP_INC_000696,placholder 78,placholder 78
CLIENT_HELP_INC_000697,placholder 79,placholder 79
CLIENT_HELP_INC_000698,placholder 80,placholder 80
CLIENT_HELP_INC_000699,placholder 81,placholder 81
CLIENT_HELP_INC_000700,placholder 82,placholder 82
CLIENT_HELP_INC_000701,placholder 83,placholder 83
CLIENT_HELP_INC_000702,placholder 84,placholder 84
CLIENT_HELP_INC_000703,placholder 85,placholder 85
CLIENT_HELP_INC_100000,Achievements,Conquistas
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!","Existem muitos tipos de missões: Recompensas Diárias, Eventos de Tempo Limitado, Conquistas Compartilhadas de Conta, etc. Complete-as e você receberá várias recompensas, como Itens, Títulos Personalizados, Bônus de Poder de Ataque, Penya ou fCoins Bônus!"
CLIENT_HELP_INC_100002,Flyff Pass,Passe de Batalha
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit.","Complete missões diárias, semanais e de temporada para receber recompensas!\n\nNão se esqueça de reivindicar suas recompensas antes do final da temporada do Passe de Batalha.\n\nOs pontos ganhos nas missões da Temporada não estão incluídos no limite semanal."
CLIENT_HELP_INC_100004,Equipment Switch,Equipamento+
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle.","Crie predefinições de equipamentos, permitindo que você tenha seus conjuntos, armas e acessórios prontamente disponíveis. Com um atalho simples, você pode equipá-los sem qualquer dificuldade."
CLIENT_HELP_INC_100006,Create ultimate weapon,Criação de Arma Suprema
CLIENT_HELP_INC_100007,Kalgas Assault Revival,Kalgas Assault Revival
CLIENT_HELP_INC_100008,"In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20).","In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20)."
CLIENT_HELP_INC_100009,Couple Menu,Couple Menu
CLIENT_HELP_INC_100010,"This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled.","This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled."
CLIENT_HELP_INC_100011,Life,Life
CLIENT_HELP_INC_100012,"This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time.","This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time."
CLIENT_HELP_INC_100013,Fishing Menu,Fishing Menu
CLIENT_HELP_INC_100014,"If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button.","If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button."
CLIENT_HELP_INC_100015,Pet Training,Pet Training
CLIENT_HELP_INC_100016,"You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc","You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc"
CLIENT_HELP_INC_100017,Housing Objects,Housing Objects
CLIENT_HELP_INC_100018,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,"Selecione qual modelo de decoração você deseja usar e clique em colocar. Em seguida, siga as instruções:_x000D_\n_x000D_\nClique esquerdo para colocar_x000D_\nRoda do mouse para rotacionar_x000D_\nPressione a roda do mouse e mova para esquerda/direita para mudar o tamanho."
CLIENT_HELP_INC_100019,Production,Production
CLIENT_HELP_INC_100020,"You can proceed with production through this window. If you select a recipe from the filters, you will see information about that recipe and can only produce items that match the recipe.\nIf you don't select a recipe, you can try to produce with your own material combinations to discover hidden recipes.\nYou can earn Master’s Chips for random production and for Great Success.\nYou'll get better quality items when you make a Great Success","You can proceed with production through this window. If you select a recipe from the filters, you will see information about that recipe and can only produce items that match the recipe.\nIf you don't select a recipe, you can try to produce with your own material combinations to discover hidden recipes.\nYou can earn Master’s Chips for random production and for Great Success.\nYou'll get better quality items when you make a Great Success"
